,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
453,31761.9475,31771.445,31800.0,31795.0,31643.42
454,31770.91,31771.445,31815.465,31807.190000000002,31642.58
455,31772.78,31771.445,31815.745000000003,31807.190000000002,31632.89
456,31772.78,31771.445,31815.745000000003,31809.815000000002,31657.3
457,31773.5475,31759.815000000002,31815.745000000003,31812.190000000002,31667.83
458,31775.8775,31751.405,31815.745000000003,31812.190000000002,31653.25
459,31778.0725,31751.405,31817.895,31812.190000000002,31639.23
460,31778.32,31751.405,31822.905,31812.190000000002,31664.62
461,31778.32,31750.225,31816.425000000003,31812.190000000002,31639.08
462,31788.774999999998,31754.504999999997,31804.545,31804.545,31630.03
463,31788.774999999998,31754.504999999997,31791.425000000003,31802.495000000003,31618.12
464,31789.350000000002,31755.08,31756.305,31770.25,31617.72
465,31790.662500000002,31755.08,31755.945,31770.25,31621.82
466,31794.07,31755.08,31753.765,31770.25,31625.25
467,31794.39,31755.08,31753.285,31770.25,31625.73
468,31794.39,31755.08,31748.055,31770.25,31609.64
469,31793.845,31755.08,31736.300000000003,31765.015,31604.33
470,31791.850000000002,31755.08,31696.29,31731.725,31615.89
471,31791.850000000002,31755.08,31689.625,31731.725,31649.49
472,31791.850000000002,31755.08,31679.845,31731.725,31653.12
473,31785.037500000002,31755.08,31666.195,31731.725,31627.06
474,31785.037500000002,31755.08,31651.67,31718.86,31640.98
475,31785.035,31755.08,31651.67,31718.86,31653.1
476,31785.0325,31755.08,31651.67,31718.86,31635.37
477,31785.0325,31755.08,31646.92,31718.86,31629.46
478,31788.0325,31755.08,31635.4,31718.86,31622.52
479,31797.5,31756.445,31626.184999999998,31718.86,31635.02
480,31811.3275,31789.300000000003,31626.184999999998,31707.79,31622.51
481,31811.467500000002,31793.04,31621.78,31704.915,31650.59
482,31812.780000000002,31793.04,31620.32,31704.555,31647.1
483,31813.967500000002,31795.46,31640.41,31702.375,31667.81
484,31813.967500000002,31798.620000000003,31640.864999999998,31701.895,31646.82
485,31815.042500000003,31798.620000000003,31645.379999999997,31696.665,31662.36
486,31817.5475,31798.620000000003,31651.41,31690.145,31654.82
487,31814.307500000003,31798.620000000003,31653.010000000002,31683.425,31658.71
488,31804.545,31798.620000000003,31650.42,31676.760000000002,31628.37
489,31796.960000000003,31798.620000000003,31642.364999999998,31666.98,31612.74
490,31763.2775,31770.25,31642.12,31653.33,31613.46
491,31763.0975,31770.25,31632.535,31651.67,31623.25
492,31762.0075,31770.25,31626.67,31651.67,31612.64
493,31761.7675,31770.25,31626.67,31651.67,31611.78
494,31759.1525,31770.25,31626.67,31646.92,31623.93
495,31750.6575,31765.015,31626.67,31635.4,31641.41
496,31714.0075,31731.725,31601.655,31622.34,31640.89
497,31710.675,31731.725,31606.225,31622.34,31633.26
498,31705.785,31731.725,31611.255,31622.34,31630.41
499,31698.96,31731.725,31611.255,31622.34,31626.43
500,31685.265,31718.86,31611.255,31622.34,31634.32
501,31685.265,31718.86,31611.255,31622.34,31599.47
502,31685.265,31718.86,31611.255,31622.34,31579.41
503,31682.89,31718.86,31611.255,31622.34,31566.05
504,31677.13,31718.86,31611.255,31622.34,31573.1
505,31672.5225,31718.86,31634.075,31622.34,31588.32
506,31666.9875,31718.86,31634.075,31622.34,31582.06
507,31663.3475,31718.86,31630.86,31622.34,31583.64
508,31662.4375,31718.86,31630.86,31622.34,31577.51
509,31671.3925,31718.86,31638.205,31616.475,31579.81
510,31671.379999999997,31718.86,31638.205,31616.475,31565.43
511,31671.0225,31718.86,31639.16,31616.475,31566.47
512,31670.7775,31718.86,31639.16,31616.475,31572.9
513,31668.2175,31718.86,31644.41,31616.34,31555.25
514,31663.59,31718.86,31644.41,31616.34,31563.49
515,31654.6725,31718.86,31635.364999999998,31616.34,31566.61
516,31647.725,31718.86,31634.864999999998,31616.34,31518.94
517,31642.1025,31718.86,31634.864999999998,31616.34,31539.54
518,31639.17,31718.86,31634.864999999998,31616.34,31547.36
519,31639.17,31718.86,31634.864999999998,31616.34,-1.0
520,31636.795,31718.86,31634.345,31616.34,-1.0
521,31631.035,31718.86,31633.475,31616.34,-1.0
522,31611.997499999998,31708.665,31630.905,31634.864999999998,-1.0
523,31614.2825,31708.665,31624.995000000003,31634.864999999998,-1.0
524,31616.7975,31708.665,31624.995000000003,31634.864999999998,-1.0
525,31616.7975,31708.665,31628.995000000003,31634.864999999998,-1.0
526,31616.7975,31708.665,31628.995000000003,31634.864999999998,-1.0
527,31616.7975,31708.665,31623.065000000002,31632.934999999998,-1.0
528,31616.7975,31708.665,31609.61,31619.48,-1.0
529,31616.7975,31708.665,31599.375,31609.245,-1.0
530,31616.7975,31708.665,31599.375,31609.245,-1.0
531,31628.2075,31708.665,31596.839999999997,31609.245,-1.0
532,31628.2075,31697.595,31595.879999999997,31609.245,-1.0
533,31626.6,31694.72,31595.879999999997,31609.245,-1.0
534,31626.6,31694.36,31595.879999999997,31609.245,-1.0
535,31627.34,31692.18,31594.41,31609.245,-1.0
536,31627.34,31691.7,31575.385000000002,31608.65,-1.0
537,31627.817499999997,31686.47,31573.775,31608.129999999997,-1.0
538,31627.817499999997,31679.95,31573.775,31607.260000000002,-1.0
539,31630.375,31673.23,31573.775,31604.690000000002,-1.0
540,31630.375,31666.565000000002,31572.45,31598.78,-1.0
541,31625.8525,31656.785,31572.45,31598.78,-1.0
542,31625.6025,31643.135000000002,31548.89,31577.800000000003,-1.0
543,31625.6025,31641.475,31548.71,31577.620000000003,-1.0
544,31625.6025,31641.475,31544.375,31577.620000000003,-1.0
