,actual,predicted
0,1416.96,1262.352783203125
1,1396.18,1323.8297119140625
2,1348.3,1321.904296875
3,1379.4999999999998,1284.89306640625
4,1342.71,1337.510009765625
5,1346.87,1306.7977294921875
6,1340.01,1295.84033203125
7,1371.27,1304.6339111328125
8,1371.51,1325.680419921875
9,1378.05,1319.8714599609375
10,1357.49,1343.5040283203125
11,1346.28,1327.7513427734375
12,1354.29,1313.91259765625
13,1311.1,1317.822509765625
14,1305.0,1265.7452392578125
15,1312.5500000000002,1255.609130859375
16,1316.92,1277.9283447265625
17,1316.67,1255.258056640625
18,1336.41,1275.8656005859375
19,1301.73,1298.8831787109375
20,1332.7400000000002,1265.25927734375
21,1374.17,1298.6448974609375
22,1368.7900000000002,1331.8948974609375
23,1415.0,1322.9185791015625
24,1419.58,1368.9681396484375
25,1427.87,1369.773681640625
26,1516.1300000000003,1376.8438720703125
27,1511.87,1435.79296875
28,1539.57,1442.9805908203125
29,1547.09,1488.32763671875
30,1537.68,1505.60107421875
31,1597.25,1485.624755859375
32,1616.1,1538.8447265625
33,1664.4899999999998,1550.9063720703125
34,1645.84,1597.9801025390625
35,1662.83,1601.807373046875
36,1611.74,1627.0322265625
37,1580.8800000000003,1561.8310546875
38,1652.9900000000002,1528.5953369140625
39,1595.67,1592.5572509765625
40,1639.99,1548.153564453125
41,1662.36,1598.399658203125
42,1662.78,1637.3052978515625
43,1741.99,1625.8006591796875
44,1709.91,1680.90673828125
45,1719.19,1654.8167724609375
46,1682.19,1676.071044921875
47,1673.32,1636.6937255859375
48,1679.67,1626.6036376953125
49,1673.04,1651.6226806640625
50,1707.67,1630.4510498046875
51,1676.35,1664.1976318359375
52,1626.53,1653.656005859375
53,1632.0000000000002,1595.822265625
54,1624.91,1592.3958740234375
55,1538.21,1595.0303955078125
56,1565.4400000000003,1489.051513671875
57,1611.6199999999997,1514.2713623046875
58,1581.46,1581.54296875
59,1639.59,1540.0584716796875
60,1660.48,1606.69970703125
61,1734.7900000000002,1634.7137451171875
62,1695.9600000000003,1658.5703125
63,1750.15,1654.5289306640625
64,1735.04,1702.777587890625
65,1750.82,1685.720703125
66,1753.3999999999999,1710.2037353515625
67,1749.0,1713.022705078125
68,1772.56,1698.046630859375
69,1769.13,1724.2125244140625
70,1809.4499999999998,1728.2060546875
71,1810.8400000000001,1762.5150146484375
72,1792.0200000000002,1762.2802734375
73,1714.37,1758.2025146484375
74,1742.69,1658.599365234375
75,1740.78,1696.8802490234375
76,1721.86,1701.275390625
77,1737.44,1675.947998046875
78,1763.36,1722.55224609375
79,1796.1700000000003,1747.360107421875
80,1790.66,1758.17919921875
81,1785.62,1757.3162841796875
82,1764.57,1747.66650390625
83,1768.28,1740.1094970703125
84,1775.6099999999997,1730.5172119140625
85,1789.03,1741.1317138671875
86,1840.3600000000001,1743.58544921875
87,1840.26,1784.3050537109375
88,1863.87,1807.1790771484375
89,1806.6,1827.5281982421875
90,1782.95,1785.626708984375
91,1816.54,1758.6871337890625
92,1799.44,1777.348876953125
93,1814.96,1757.609130859375
94,1809.03,1779.34619140625
95,1831.7,1795.3638916015625
96,1831.88,1805.5172119140625
97,1799.05,1809.64111328125
98,1804.55,1766.549072265625
99,1800.42,1772.50732421875
100,1727.6400000000003,1781.9093017578125
101,1749.67,1666.4910888671875
102,1787.4799999999998,1709.7498779296875
103,1810.28,1758.1978759765625
104,1824.7099999999998,1746.2127685546875
105,1779.25,1792.7054443359375
106,1822.0,1764.402587890625
107,1797.5700000000002,1780.765625
108,1783.13,1764.14501953125
109,1773.2199999999998,1744.095703125
110,1752.08,1740.217041015625
111,1781.99,1712.5948486328125
112,1753.6100000000001,1747.3800048828125
113,1806.21,1722.774658203125
114,1807.6,1756.809326171875
115,1812.0,1771.124755859375
116,1837.76,1776.6337890625
117,1849.88,1801.74462890625
118,1891.99,1809.00048828125
119,1898.85,1843.7056884765625
120,1900.41,1856.8184814453125
121,1907.91,1859.08056640625
